id,Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type,,,,Area Code,203,,,,,
1043,417,Missouri,Central,Small Market,56,81,160,69,43,21,1060,40,60,80,140,3,11/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1044,417,Missouri,Central,Small Market,-4,42,76,34,46,12,197,0,20,40,60,13,1/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1045,417,Missouri,Central,Small Market,1,48,86,38,47,14,248,0,30,40,70,13,8/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1046,417,Missouri,Central,Small Market,0,46,81,36,43,13,252,0,30,40,70,13,7/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1047,417,Missouri,Central,Small Market,28,48,80,32,20,8,841,50,30,60,90,6,8/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1048,417,Missouri,Central,Small Market,27,47,79,32,20,8,837,50,30,60,90,6,9/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1049,417,Missouri,Central,Small Market,42,47,84,32,19,8,833,80,30,80,110,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1050,417,Missouri,Central,Small Market,-8,61,104,43,69,39,282,10,30,60,90,8,5/1/2010 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1051,417,Missouri,Central,Small Market,-5,69,118,49,74,44,335,0,40,60,100,8,12/1/2010 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1052,417,Missouri,Central,Small Market,-9,63,114,44,69,40,251,10,30,60,90,8,3/1/2011 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1053,417,Missouri,Central,Small Market,-9,63,114,44,69,40,261,10,30,60,90,8,4/1/2011 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1054,417,Missouri,Central,Small Market,-32,18,102,84,50,26,625,-20,70,10,80,9,2/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1055,417,Missouri,Central,Small Market,-12,49,169,120,61,37,1334,0,100,40,140,9,7/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1056,417,Missouri,Central,Small Market,-39,23,116,86,49,26,1698,10,60,20,80,9,10/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1057,417,Missouri,Central,Small Market,24,68,171,92,52,28,1898,20,80,60,140,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1058,417,Missouri,Central,Small Market,11,49,85,36,38,11,187,10,30,40,70,11,3/1/2010 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1059,417,Missouri,Central,Small Market,9,47,82,35,38,11,248,10,20,40,60,11,11/1/2010 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1060,417,Missouri,Central,Small Market,13,47,87,35,38,11,191,10,30,40,70,11,2/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1061,417,Missouri,Central,Small Market,16,51,94,37,40,12,195,10,30,40,70,11,4/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1062,417,Missouri,Central,Small Market,19,53,91,39,36,12,212,20,30,50,80,11,5/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1063,417,Missouri,Central,Small Market,-3,42,75,33,45,12,162,0,20,40,60,12,3/1/2010 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1064,417,Missouri,Central,Small Market,-11,31,56,25,42,9,209,0,10,20,30,12,10/1/2010 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1065,417,Missouri,Central,Small Market,-13,36,69,29,45,11,169,-10,20,30,50,12,4/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1066,417,Missouri,Central,Small Market,-6,42,75,34,43,12,182,0,20,40,60,12,5/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1067,419,Ohio,Central,Major Market,26,62,107,46,40,15,415,40,40,70,110,1,8/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1068,419,Ohio,Central,Major Market,29,64,107,43,35,13,424,40,40,70,110,2,9/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1069,419,Ohio,Central,Major Market,-6,65,112,47,71,42,521,10,40,70,110,3,12/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1070,419,Ohio,Central,Major Market,83,149,298,149,66,41,1245,120,170,180,350,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1071,419,Ohio,Central,Major Market,13,67,121,54,54,20,337,30,60,80,140,6,4/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1072,419,Ohio,Central,Major Market,12,64,115,51,52,19,396,30,50,80,130,6,6/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1073,419,Ohio,Central,Major Market,16,69,124,55,53,20,410,40,70,80,150,6,11/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1074,419,Ohio,Central,Major Market,19,67,129,54,54,20,337,30,60,80,140,6,4/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1075,419,Ohio,Central,Major Market,9,57,109,45,51,17,409,30,50,70,120,6,9/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1076,419,Ohio,Central,Major Market,18,66,128,54,54,20,404,70,70,100,170,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1077,419,Ohio,Central,Major Market,9,57,110,46,51,17,422,40,50,80,130,6,12/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1078,419,Ohio,Central,Major Market,12,29,49,20,17,5,464,30,10,30,40,8,5/1/2010 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1079,419,Ohio,Central,Major Market,25,34,60,22,17,6,452,30,10,30,40,8,2/1/2011 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1080,419,Ohio,Central,Major Market,23,43,72,29,20,8,862,40,20,40,60,9,9/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1081,419,Ohio,Central,Major Market,45,52,94,36,22,10,862,40,30,50,80,9,11/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1082,419,Ohio,Central,Major Market,96,123,218,82,58,27,788,60,50,90,140,11,10/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1083,419,Ohio,Central,Major Market,89,143,245,102,54,31,666,70,80,120,200,12,11/1/2010 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1084,419,Ohio,Central,Major Market,110,125,228,89,51,27,481,70,70,110,180,12,3/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1085,419,Ohio,Central,Major Market,177,195,333,141,62,43,692,110,120,170,290,12,7/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1086,419,Ohio,Central,Major Market,142,161,275,116,54,35,678,100,90,150,240,12,8/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1087,419,Ohio,Central,Major Market,113,127,232,91,51,28,656,80,50,100,150,12,10/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1088,425,Washington,West,Small Market,66,114,193,79,48,25,425,110,90,150,240,2,6/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1089,425,Washington,West,Small Market,75,125,211,86,50,27,463,120,100,160,260,2,7/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1090,425,Washington,West,Small Market,50,93,156,63,43,20,446,70,70,110,180,2,11/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1091,425,Washington,West,Small Market,105,125,209,86,46,27,454,120,100,160,260,2,8/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1092,425,Washington,West,Small Market,83,99,178,68,43,21,445,80,80,120,200,2,9/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1093,425,Washington,West,Small Market,17,134,230,96,117,87,683,100,140,190,330,3,10/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1094,425,Washington,West,Small Market,2,90,154,64,88,58,551,10,40,60,100,13,5/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1095,425,Washington,West,Small Market,2,87,149,62,85,56,612,10,40,60,100,13,9/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1096,425,Washington,West,Small Market,12,105,201,75,102,68,522,20,40,80,120,13,1/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1097,425,Washington,West,Small Market,4,90,165,65,87,58,513,10,40,60,100,13,2/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1098,425,Washington,West,Small Market,18,74,133,59,56,22,377,20,50,70,120,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1099,425,Washington,West,Small Market,20,77,140,63,57,23,397,20,60,70,130,5,8/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1100,425,Washington,West,Small Market,13,67,121,54,54,20,391,20,50,60,110,5,11/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1101,425,Washington,West,Small Market,24,70,134,56,54,21,385,50,40,70,110,5,10/1/2011 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1102,425,Washington,West,Small Market,40,84,155,71,44,22,950,50,60,80,140,6,3/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1103,425,Washington,West,Small Market,61,81,168,69,44,21,965,60,60,80,140,6,1/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1104,425,Washington,West,Small Market,61,84,164,70,43,21,957,60,60,80,140,6,2/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1105,425,Washington,West,Small Market,68,96,175,81,44,25,1046,60,70,90,160,6,6/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1106,425,Washington,West,Small Market,98,123,224,103,48,31,1073,90,90,120,210,6,8/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1107,425,Washington,West,Small Market,67,89,175,75,44,23,1063,40,70,80,150,6,11/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1108,425,Washington,West,Small Market,75,135,225,90,60,29,1148,80,70,120,190,8,7/1/2010 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1109,425,Washington,West,Small Market,104,135,223,90,56,29,1148,80,70,120,190,8,7/1/2011 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1110,425,Washington,West,Small Market,47,71,119,48,24,13,829,60,30,60,90,9,10/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1111,425,Washington,West,Small Market,46,71,120,49,25,13,845,50,40,70,110,9,12/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1112,425,Washington,West,Small Market,51,59,98,40,20,11,843,50,30,50,80,9,7/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1113,425,Washington,West,Small Market,70,71,127,48,24,13,834,50,40,60,100,9,9/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1114,425,Washington,West,Small Market,68,71,128,49,25,13,845,50,40,70,110,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1115,425,Washington,West,Small Market,54,94,151,57,40,17,349,40,30,70,100,11,9/1/2010 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1116,425,Washington,West,Small Market,49,88,141,53,39,16,321,50,30,70,100,11,11/1/2010 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1117,425,Washington,West,Small Market,92,105,178,62,43,19,346,40,40,70,110,11,3/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1118,425,Washington,West,Small Market,61,82,129,48,35,14,351,30,30,50,80,11,5/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1119,425,Washington,West,Small Market,58,79,125,47,34,14,366,30,30,50,80,11,8/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1120,425,Washington,West,Small Market,85,99,169,60,42,18,329,40,20,50,70,11,10/1/2011 0:00,Tea,Darjeeling,Regular,,,,,,,,,,
1121,425,Washington,West,Small Market,61,81,146,56,40,17,382,40,30,60,90,12,2/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1122,425,Washington,West,Small Market,37,65,109,45,35,14,410,30,20,50,70,12,5/1/2011 0:00,Tea,Earl Grey,Regular,,,,,,,,,,
1123,425,Washington,West,Small Market,35,62,110,48,27,15,623,40,40,60,100,4,1/1/2010 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1124,425,Washington,West,Small Market,52,63,119,49,28,16,611,40,40,60,100,4,3/1/2011 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1125,425,Washington,West,Small Market,47,58,110,45,26,14,605,30,40,50,90,4,4/1/2011 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1126,425,Washington,West,Small Market,23,39,68,30,20,9,581,30,20,40,60,4,8/1/2011 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1127,425,Washington,West,Small Market,16,30,55,22,19,7,570,20,20,30,50,4,11/1/2011 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1128,430,Texas,South,Major Market,183,277,512,235,94,72,1060,270,290,350,640,2,5/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1129,430,Texas,South,Major Market,206,307,567,260,101,80,1319,290,320,380,700,2,7/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1130,430,Texas,South,Major Market,243,252,496,213,88,66,942,240,260,320,580,2,2/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1131,430,Texas,South,Major Market,101,107,202,83,39,27,613,100,100,130,230,3,2/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1132,430,Texas,South,Major Market,94,107,188,83,36,27,574,100,100,130,230,3,6/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1133,430,Texas,South,Major Market,88,124,210,86,36,24,499,90,70,110,180,6,5/1/2010 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1134,430,Texas,South,Major Market,77,79,142,54,27,15,601,40,40,60,100,6,12/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1135,430,Texas,South,Major Market,19,62,108,46,43,15,415,30,40,60,100,8,8/1/2010 0:00,Herbal Tea,Chamomile,Decaf,,,,,,,,,,
1136,430,Texas,South,Major Market,42,64,114,43,36,13,419,50,30,60,90,9,10/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1137,430,Texas,South,Major Market,36,60,108,41,36,13,435,30,30,60,90,9,12/1/2011 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1138,430,Texas,South,Major Market,30,79,131,52,49,17,-587,40,40,70,110,4,8/1/2010 0:00,Espresso,Caffe Latte,Regular,,,,,,,,,,
1139,432,Texas,South,Major Market,275,281,554,239,96,74,1246,340,350,420,770,2,10/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1140,432,Texas,South,Major Market,258,265,522,225,91,69,1272,230,260,320,580,2,11/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1141,432,Texas,South,Major Market,68,107,190,83,39,27,613,100,100,130,230,3,2/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1142,432,Texas,South,Major Market,166,163,274,113,40,31,897,120,90,140,230,5,6/1/2011 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1143,432,Texas,South,Major Market,116,111,199,76,33,21,580,80,40,80,120,6,10/1/2011 0:00,Espresso,Decaf Espresso,Decaf,,,,,,,,,,
1144,432,Texas,South,Major Market,38,76,128,52,38,16,357,50,40,80,120,9,2/1/2010 0:00,Herbal Tea,Lemon,Decaf,,,,,,,,,,
1145,435,Utah,West,Small Market,46,90,165,75,44,23,956,70,90,110,200,1,2/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1146,435,Utah,West,Small Market,45,89,163,74,44,22,949,70,90,110,200,1,3/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1147,435,Utah,West,Small Market,47,91,167,76,44,23,965,70,90,110,200,1,4/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1148,435,Utah,West,Small Market,38,80,148,68,42,21,998,60,80,100,180,1,5/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1149,435,Utah,West,Small Market,36,77,142,65,41,20,1042,60,80,90,170,1,6/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1150,435,Utah,West,Small Market,32,72,132,60,40,18,1070,60,70,90,160,1,7/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1151,435,Utah,West,Small Market,36,77,142,65,41,20,1053,90,90,110,200,1,10/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1152,435,Utah,West,Small Market,36,76,139,63,40,19,1075,50,70,90,160,1,12/1/2010 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1153,435,Utah,West,Small Market,67,89,174,74,44,22,949,70,90,110,200,1,3/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1154,435,Utah,West,Small Market,52,80,147,68,39,21,998,60,80,100,180,1,5/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1155,435,Utah,West,Small Market,50,77,141,65,38,20,1042,60,80,90,170,1,6/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1156,435,Utah,West,Small Market,33,60,109,50,33,15,1064,40,60,70,130,1,8/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1157,435,Utah,West,Small Market,49,74,145,62,41,19,1059,70,70,100,170,1,9/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1158,435,Utah,West,Small Market,53,77,151,65,41,20,1053,90,90,110,200,1,10/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1159,435,Utah,West,Small Market,58,81,160,69,42,21,1060,50,80,90,170,1,11/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1160,435,Utah,West,Small Market,53,76,148,63,40,19,1075,50,70,90,160,1,12/1/2011 0:00,Coffee,Amaretto,Regular,,,,,,,,,,
1161,435,Utah,West,Small Market,30,75,130,55,45,18,312,70,60,100,160,2,1/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1162,435,Utah,West,Small Market,30,75,130,55,45,18,305,70,60,100,160,2,2/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1163,435,Utah,West,Small Market,25,68,119,51,43,16,311,50,60,80,140,2,4/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1164,435,Utah,West,Small Market,22,65,113,48,43,15,334,50,60,80,140,2,5/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1165,435,Utah,West,Small Market,15,56,98,42,41,13,384,40,50,70,120,2,8/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1166,435,Utah,West,Small Market,22,65,113,48,43,15,380,50,60,80,140,2,9/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1167,435,Utah,West,Small Market,22,64,111,47,42,15,375,80,50,100,150,2,10/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1168,435,Utah,West,Small Market,27,71,124,53,44,17,380,50,60,80,140,2,11/1/2010 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1169,435,Utah,West,Small Market,47,75,145,55,47,18,312,70,60,100,160,2,1/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1170,435,Utah,West,Small Market,45,75,139,55,45,18,305,70,60,100,160,2,2/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1171,435,Utah,West,Small Market,37,68,127,51,43,16,311,50,60,80,140,2,4/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1172,435,Utah,West,Small Market,30,65,112,48,40,15,334,50,60,80,140,2,5/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1173,435,Utah,West,Small Market,26,62,107,46,40,15,367,50,50,80,130,2,6/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1174,435,Utah,West,Small Market,22,57,99,43,38,14,388,40,50,70,120,2,7/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1175,435,Utah,West,Small Market,21,56,97,42,38,13,384,40,50,70,120,2,8/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1176,435,Utah,West,Small Market,33,64,118,47,42,15,375,80,50,100,150,2,10/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1177,435,Utah,West,Small Market,40,71,132,53,44,17,380,50,60,80,140,2,11/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1178,435,Utah,West,Small Market,31,65,121,49,44,16,392,50,50,80,130,2,12/1/2011 0:00,Coffee,Columbian,Regular,,,,,,,,,,
1179,435,Utah,West,Small Market,41,107,193,86,66,32,484,80,100,140,240,3,2/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1180,435,Utah,West,Small Market,38,104,189,85,66,32,476,70,100,130,230,3,3/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1181,435,Utah,West,Small Market,34,98,178,80,64,30,494,70,100,120,220,3,4/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1182,435,Utah,West,Small Market,34,96,173,77,62,29,529,70,90,120,210,3,5/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1183,435,Utah,West,Small Market,32,93,169,76,61,28,580,70,90,120,210,3,6/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1184,435,Utah,West,Small Market,31,93,169,76,62,28,613,70,90,120,210,3,7/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1185,435,Utah,West,Small Market,27,88,160,72,61,27,606,60,90,110,200,3,8/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1186,435,Utah,West,Small Market,34,98,177,79,64,30,593,120,100,160,260,3,10/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1187,435,Utah,West,Small Market,26,85,153,68,59,25,619,50,80,100,180,3,12/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1188,435,Utah,West,Small Market,61,107,206,86,66,32,484,80,100,140,240,3,2/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1189,435,Utah,West,Small Market,56,104,201,85,66,32,476,70,100,130,230,3,3/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1190,435,Utah,West,Small Market,47,96,171,77,58,29,529,70,90,120,210,3,5/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1191,435,Utah,West,Small Market,44,93,167,76,57,28,580,70,90,120,210,3,6/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1192,435,Utah,West,Small Market,43,93,167,76,58,28,613,70,90,120,210,3,7/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1193,435,Utah,West,Small Market,36,83,160,67,59,25,599,50,80,100,180,3,9/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1194,435,Utah,West,Small Market,50,98,189,79,64,30,593,120,100,160,260,3,10/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1195,435,Utah,West,Small Market,56,102,196,82,64,31,601,60,90,120,210,3,11/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf,,,,,,,,,,
1196,435,Utah,West,Small Market,-9,36,65,29,45,11,169,10,10,30,40,13,1/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1197,435,Utah,West,Small Market,-6,38,68,30,44,11,165,10,10,30,40,13,2/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1198,435,Utah,West,Small Market,-4,42,75,33,46,12,162,10,20,30,50,13,3/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1199,435,Utah,West,Small Market,-8,36,65,29,44,11,169,10,10,30,40,13,4/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1200,435,Utah,West,Small Market,-3,43,78,35,46,13,204,10,20,30,50,13,6/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1201,435,Utah,West,Small Market,1,49,89,40,48,15,219,20,20,40,60,13,7/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1202,435,Utah,West,Small Market,-9,36,65,29,45,11,215,10,10,30,40,13,8/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1203,435,Utah,West,Small Market,-13,30,54,24,43,9,212,0,10,20,30,13,9/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1204,435,Utah,West,Small Market,-12,31,56,25,43,9,209,10,0,20,20,13,10/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1205,435,Utah,West,Small Market,-15,25,45,20,40,7,218,0,10,20,30,13,12/1/2010 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1206,435,Utah,West,Small Market,-14,36,73,29,47,11,169,10,10,30,40,13,1/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1207,435,Utah,West,Small Market,-9,38,72,30,44,11,165,10,10,30,40,13,2/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1208,435,Utah,West,Small Market,-6,42,80,33,46,12,162,10,20,30,50,13,3/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1209,435,Utah,West,Small Market,-4,43,77,35,43,13,204,10,20,30,50,13,6/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1210,435,Utah,West,Small Market,1,49,88,40,45,15,219,20,20,40,60,13,7/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1211,435,Utah,West,Small Market,-12,36,64,29,42,11,215,10,10,30,40,13,8/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1212,435,Utah,West,Small Market,-19,30,58,24,43,9,212,0,10,20,30,13,9/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1213,435,Utah,West,Small Market,-18,31,60,25,43,9,209,10,0,20,20,13,10/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1214,435,Utah,West,Small Market,-4,42,81,34,45,12,211,0,20,30,50,13,11/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1215,435,Utah,West,Small Market,-22,25,48,20,40,7,218,0,10,20,30,13,12/1/2011 0:00,Tea,Green Tea,Regular,,,,,,,,,,
1216,435,Utah,West,Small Market,34,63,112,49,29,16,623,40,40,60,100,5,1/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1217,435,Utah,West,Small Market,36,63,111,48,27,15,599,40,40,60,100,5,5/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1218,435,Utah,West,Small Market,35,63,111,48,28,15,593,40,40,60,100,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
1219,435,Utah,West,Small Market,56,90,159,69,34,22,572,60,60,90,150,5,9/1/2010 0:00,Espresso,Caffe Mocha,Regular,,,,,,,,,,
